year,longitude,latitude,gdp_pwt,pop_pwt,gdppc,ln_gdppc,name_1,name_2
2020,130.75,-7.5,0.5124,0.0,16794.1515,9.7288,Maluku,Maluku Tenggara Barat
2021,130.75,-7.5,0.9309,0.0,18716.9641,9.8372,Maluku,Maluku Tenggara Barat
2022,130.75,-7.5,0.5356,0.0,18914.4313,9.8477,Maluku,Maluku Tenggara Barat
2012,131.0,-8.25,42.9235,0.0033,13188.1469,9.4871,Maluku,Maluku Tenggara Barat
2013,131.0,-8.25,42.8388,0.0033,13051.6004,9.4767,Maluku,Maluku Tenggara Barat
2014,131.0,-8.25,46.7038,0.0035,13395.9084,9.5027,Maluku,Maluku Tenggara Barat
2015,131.0,-8.25,49.9788,0.0038,13091.9704,9.4798,Maluku,Maluku Tenggara Barat
2016,131.0,-8.25,51.8211,0.0039,13441.383,9.5061,Maluku,Maluku Tenggara Barat
2017,131.0,-8.25,53.4805,0.0039,13715.0474,9.5262,Maluku,Maluku Tenggara Barat
2018,131.0,-8.25,55.2169,0.0039,14226.503,9.5629,Maluku,Maluku Tenggara Barat
2019,131.0,-8.25,58.161,0.004,14452.0879,9.5786,Maluku,Maluku Tenggara Barat
2020,131.0,-8.25,56.0255,0.0041,13791.9776,9.5318,Maluku,Maluku Tenggara Barat
2021,131.0,-8.25,91.1723,0.006,15122.5611,9.6239,Maluku,Maluku Tenggara Barat
2022,131.0,-8.25,98.7739,0.0061,16122.7082,9.688,Maluku,Maluku Tenggara Barat
2012,131.0,-8.0,66.2032,0.0051,13020.9006,9.4743,Maluku,Maluku Tenggara Barat
2013,131.0,-8.0,69.3988,0.0052,13353.8322,9.4996,Maluku,Maluku Tenggara Barat
2014,131.0,-8.0,68.5466,0.0051,13515.9504,9.5116,Maluku,Maluku Tenggara Barat
2015,131.0,-8.0,62.0901,0.0048,12822.102,9.4589,Maluku,Maluku Tenggara Barat
2016,131.0,-8.0,63.3791,0.0049,12992.7535,9.4721,Maluku,Maluku Tenggara Barat
2017,131.0,-8.0,65.6913,0.0049,13406.8714,9.5035,Maluku,Maluku Tenggara Barat
2018,131.0,-8.0,69.303,0.0049,14199.3729,9.561,Maluku,Maluku Tenggara Barat
2019,131.0,-8.0,74.1483,0.0051,14599.0228,9.5887,Maluku,Maluku Tenggara Barat
2020,131.0,-8.0,71.5281,0.0051,13992.7407,9.5463,Maluku,Maluku Tenggara Barat
2021,131.0,-8.0,113.0493,0.0075,15106.7916,9.6229,Maluku,Maluku Tenggara Barat
2022,131.0,-8.0,85.4093,0.0053,15977.301,9.6789,Maluku,Maluku Tenggara Barat
2012,131.0,-7.75,97.9281,0.0072,13555.9778,9.5146,Maluku,Maluku Tenggara Barat
2013,131.0,-7.75,99.7208,0.0073,13590.0225,9.5171,Maluku,Maluku Tenggara Barat
2014,131.0,-7.75,103.9703,0.0075,13806.926,9.5329,Maluku,Maluku Tenggara Barat
2015,131.0,-7.75,97.809,0.0073,13328.1309,9.4976,Maluku,Maluku Tenggara Barat
2016,131.0,-7.75,100.9818,0.0074,13637.7391,9.5206,Maluku,Maluku Tenggara Barat
2017,131.0,-7.75,103.0183,0.0074,13875.6174,9.5379,Maluku,Maluku Tenggara Barat
2018,131.0,-7.75,110.3645,0.0074,14924.9206,9.6108,Maluku,Maluku Tenggara Barat
2019,131.0,-7.75,116.9596,0.0077,15144.0681,9.6254,Maluku,Maluku Tenggara Barat
2020,131.0,-7.75,112.589,0.0078,14470.4959,9.5799,Maluku,Maluku Tenggara Barat
2021,131.0,-7.75,189.9877,0.0115,16543.2009,9.7137,Maluku,Maluku Tenggara Barat
2022,131.0,-7.75,202.4217,0.0124,16302.519,9.6991,Maluku,Maluku Tenggara Barat
2012,131.0,-7.5,5.5352,0.0004,15492.4471,9.6481,Maluku,Maluku Tenggara Barat
2013,131.0,-7.5,5.5956,0.0004,15592.1924,9.6545,Maluku,Maluku Tenggara Barat
2014,131.0,-7.5,5.4496,0.0003,16085.5781,9.6857,Maluku,Maluku Tenggara Barat
2015,131.0,-7.5,5.3615,0.0003,15981.4755,9.6792,Maluku,Maluku Tenggara Barat
2016,131.0,-7.5,3.9983,0.0003,13284.5423,9.4944,Maluku,Maluku Tenggara Barat
2017,131.0,-7.5,4.1462,0.0003,13739.9526,9.5281,Maluku,Maluku Tenggara Barat
2018,131.0,-7.5,4.4505,0.0003,14614.201,9.5897,Maluku,Maluku Tenggara Barat
2019,131.0,-7.5,4.8935,0.0003,15265.3234,9.6333,Maluku,Maluku Tenggara Barat
2020,131.0,-7.5,4.8888,0.0003,14744.7518,9.5986,Maluku,Maluku Tenggara Barat
2021,131.0,-7.5,8.6994,0.0005,17672.4491,9.7798,Maluku,Maluku Tenggara Barat
2022,131.0,-7.5,7.1988,0.0004,17707.489,9.7817,Maluku,Maluku Tenggara Barat
2012,131.25,-8.25,4.1382,0.0003,13906.6463,9.5401,Maluku,Maluku Tenggara Barat
2013,131.25,-8.25,4.1996,0.0003,13891.462,9.539,Maluku,Maluku Tenggara Barat
2014,131.25,-8.25,4.0141,0.0003,13719.1699,9.5265,Maluku,Maluku Tenggara Barat
2015,131.25,-8.25,3.772,0.0003,13718.7728,9.5265,Maluku,Maluku Tenggara Barat
2016,131.25,-8.25,3.7533,0.0003,13578.828,9.5163,Maluku,Maluku Tenggara Barat
2017,131.25,-8.25,3.8911,0.0003,14088.3569,9.5531,Maluku,Maluku Tenggara Barat
2018,131.25,-8.25,4.1717,0.0003,14844.4212,9.6054,Maluku,Maluku Tenggara Barat
2019,131.25,-8.25,4.5226,0.0003,15543.926,9.6514,Maluku,Maluku Tenggara Barat
2020,131.25,-8.25,4.4542,0.0003,15206.3412,9.6295,Maluku,Maluku Tenggara Barat
2021,131.25,-8.25,7.6393,0.0004,17503.8025,9.7702,Maluku,Maluku Tenggara Barat
2022,131.25,-8.25,3.9078,0.0002,19516.1989,9.879,Maluku,Maluku Tenggara Barat
2012,131.25,-8.0,185.7936,0.0167,11110.4385,9.3156,Maluku,Maluku Tenggara Barat
2013,131.25,-8.0,188.1353,0.017,11080.5137,9.3129,Maluku,Maluku Tenggara Barat
2014,131.25,-8.0,189.324,0.0167,11323.458,9.3346,Maluku,Maluku Tenggara Barat
2015,131.25,-8.0,195.7133,0.0178,11017.3343,9.3072,Maluku,Maluku Tenggara Barat
2016,131.25,-8.0,198.9337,0.0179,11141.1452,9.3184,Maluku,Maluku Tenggara Barat
2017,131.25,-8.0,206.2875,0.0179,11519.6907,9.3518,Maluku,Maluku Tenggara Barat
2018,131.25,-8.0,219.2745,0.0178,12301.2219,9.4175,Maluku,Maluku Tenggara Barat
2019,131.25,-8.0,242.5345,0.0192,12602.4455,9.4416,Maluku,Maluku Tenggara Barat
2020,131.25,-8.0,231.2345,0.0194,11932.0552,9.387,Maluku,Maluku Tenggara Barat
2021,131.25,-8.0,346.6947,0.0286,12130.5014,9.4035,Maluku,Maluku Tenggara Barat
2022,131.25,-8.0,185.576,0.0132,14089.733,9.5532,Maluku,Maluku Tenggara Barat
2012,131.25,-7.75,26.0647,0.0017,15122.0321,9.6239,Maluku,Maluku Tenggara Barat
2013,131.25,-7.75,26.5727,0.0018,15059.3838,9.6198,Maluku,Maluku Tenggara Barat
2014,131.25,-7.75,28.247,0.0019,15151.0904,9.6258,Maluku,Maluku Tenggara Barat
2015,131.25,-7.75,27.598,0.0018,15053.3234,9.6194,Maluku,Maluku Tenggara Barat
2016,131.25,-7.75,25.7393,0.0017,14957.1045,9.6129,Maluku,Maluku Tenggara Barat
2017,131.25,-7.75,26.5324,0.0017,15393.3024,9.6417,Maluku,Maluku Tenggara Barat
2018,131.25,-7.75,27.0739,0.0017,15722.8963,9.6629,Maluku,Maluku Tenggara Barat
2019,131.25,-7.75,30.9542,0.0019,16696.2721,9.7229,Maluku,Maluku Tenggara Barat
2020,131.25,-7.75,29.3031,0.0019,15752.4747,9.6648,Maluku,Maluku Tenggara Barat
2021,131.25,-7.75,37.9877,0.0025,15091.7726,9.6219,Maluku,Maluku Tenggara Barat
2022,131.25,-7.75,28.7014,0.0016,17401.0022,9.7643,Maluku,Maluku Tenggara Barat
2012,131.25,-7.5,25.3051,0.0018,14372.2622,9.5731,Maluku,Maluku Tenggara Barat
2013,131.25,-7.5,25.1105,0.0018,14131.9154,9.5562,Maluku,Maluku Tenggara Barat
2014,131.25,-7.5,25.0636,0.0017,14420.3217,9.5764,Maluku,Maluku Tenggara Barat
2015,131.25,-7.5,26.7278,0.0019,14097.4318,9.5537,Maluku,Maluku Tenggara Barat
2016,131.25,-7.5,26.8964,0.0019,14064.8394,9.5514,Maluku,Maluku Tenggara Barat
2017,131.25,-7.5,28.0106,0.0019,14472.9146,9.58,Maluku,Maluku Tenggara Barat
2018,131.25,-7.5,29.3332,0.0019,15187.2306,9.6282,Maluku,Maluku Tenggara Barat
2019,131.25,-7.5,31.1554,0.002,15570.1525,9.6531,Maluku,Maluku Tenggara Barat
2020,131.25,-7.5,30.0427,0.002,14895.8312,9.6088,Maluku,Maluku Tenggara Barat
2021,131.25,-7.5,43.2434,0.0028,15243.5896,9.6319,Maluku,Maluku Tenggara Barat
2022,131.25,-7.5,46.7481,0.003,15486.1964,9.6477,Maluku,Maluku Tenggara Barat
2012,131.25,-7.25,1.0114,0.0,25186.2998,10.1341,Maluku,Maluku Tenggara Barat
2013,131.25,-7.25,1.0917,0.0,26542.0601,10.1865,Maluku,Maluku Tenggara Barat
2014,131.25,-7.25,1.0652,0.0,26604.803,10.1888,Maluku,Maluku Tenggara Barat
2015,131.25,-7.25,1.1134,0.0,30146.0389,10.3138,Maluku,Maluku Tenggara Barat
2016,131.25,-7.25,1.1492,0.0,31183.3922,10.3476,Maluku,Maluku Tenggara Barat
2017,131.25,-7.25,1.1138,0.0,30246.2786,10.3171,Maluku,Maluku Tenggara Barat
2018,131.25,-7.25,1.226,0.0,32423.8031,10.3866,Maluku,Maluku Tenggara Barat
2019,131.25,-7.25,1.2802,0.0,33000.4258,10.4043,Maluku,Maluku Tenggara Barat
2020,131.25,-7.25,1.2171,0.0,31490.8128,10.3575,Maluku,Maluku Tenggara Barat
2021,131.25,-7.25,1.284,0.0001,21811.4577,9.9902,Maluku,Maluku Tenggara Barat
2022,131.25,-7.25,0.7356,0.0,27975.7898,10.2391,Maluku,Maluku Tenggara Barat
2012,131.5,-7.75,30.4867,0.0022,13823.0671,9.5341,Maluku,Maluku Tenggara Barat
2013,131.5,-7.75,30.8631,0.0022,13825.1078,9.5342,Maluku,Maluku Tenggara Barat
2014,131.5,-7.75,37.2778,0.0027,14025.1093,9.5486,Maluku,Maluku Tenggara Barat
2015,131.5,-7.75,47.9757,0.0033,14509.0916,9.5825,Maluku,Maluku Tenggara Barat
2016,131.5,-7.75,49.9031,0.0034,14884.4945,9.6081,Maluku,Maluku Tenggara Barat
2017,131.5,-7.75,53.0944,0.0035,15324.5738,9.6372,Maluku,Maluku Tenggara Barat
2018,131.5,-7.75,55.2245,0.0034,16045.0417,9.6832,Maluku,Maluku Tenggara Barat
2019,131.5,-7.75,60.2024,0.0037,16375.9455,9.7036,Maluku,Maluku Tenggara Barat
2020,131.5,-7.75,57.8961,0.0037,15608.5321,9.6556,Maluku,Maluku Tenggara Barat
2021,131.5,-7.75,79.3917,0.0055,14485.3841,9.5809,Maluku,Maluku Tenggara Barat
2022,131.5,-7.75,152.6862,0.01,15241.4677,9.6318,Maluku,Maluku Tenggara Barat
2012,131.5,-7.5,17.8085,0.0012,14833.4702,9.6046,Maluku,Maluku Tenggara Barat
2013,131.5,-7.5,17.9531,0.0012,14821.2043,9.6038,Maluku,Maluku Tenggara Barat
2014,131.5,-7.5,18.6718,0.0012,15105.9166,9.6228,Maluku,Maluku Tenggara Barat
2015,131.5,-7.5,18.4829,0.0013,14742.7065,9.5985,Maluku,Maluku Tenggara Barat
2016,131.5,-7.5,18.8009,0.0013,14931.0638,9.6112,Maluku,Maluku Tenggara Barat
2017,131.5,-7.5,20.3255,0.0013,15670.2507,9.6595,Maluku,Maluku Tenggara Barat
2018,131.5,-7.5,21.2963,0.0013,16421.9207,9.7064,Maluku,Maluku Tenggara Barat
2019,131.5,-7.5,23.0321,0.0014,17052.5238,9.7441,Maluku,Maluku Tenggara Barat
2020,131.5,-7.5,22.0631,0.0014,16261.4615,9.6966,Maluku,Maluku Tenggara Barat
2021,131.5,-7.5,28.8495,0.0019,15549.3038,9.6518,Maluku,Maluku Tenggara Barat
2022,131.5,-7.5,37.6167,0.0026,14411.7728,9.5758,Maluku,Maluku Tenggara Barat
2012,131.5,-7.25,49.8401,0.0035,14291.4789,9.5674,Maluku,Maluku Tenggara Barat
2013,131.5,-7.25,50.3685,0.0035,14276.699,9.5664,Maluku,Maluku Tenggara Barat
2014,131.5,-7.25,51.8932,0.0035,14745.4182,9.5987,Maluku,Maluku Tenggara Barat
2015,131.5,-7.25,50.5101,0.0035,14609.2322,9.5894,Maluku,Maluku Tenggara Barat
2016,131.5,-7.25,52.8696,0.0035,15047.9343,9.619,Maluku,Maluku Tenggara Barat
2017,131.5,-7.25,54.2685,0.0036,15244.8537,9.632,Maluku,Maluku Tenggara Barat
2018,131.5,-7.25,58.8694,0.0038,15598.8259,9.655,Maluku,Maluku Tenggara Barat
2019,131.5,-7.25,61.5535,0.0039,15603.8331,9.6553,Maluku,Maluku Tenggara Barat
2020,131.5,-7.25,59.7894,0.004,14897.578,9.609,Maluku,Maluku Tenggara Barat
2021,131.5,-7.25,92.0451,0.0058,15769.0699,9.6658,Maluku,Maluku Tenggara Barat
2022,131.5,-7.25,106.3842,0.0069,15357.1892,9.6393,Maluku,Maluku Tenggara Barat
2012,131.5,-7.0,3.2693,0.0002,13120.3701,9.4819,Maluku,Maluku Tenggara Barat
2013,131.5,-7.0,3.2647,0.0003,12906.364,9.4655,Maluku,Maluku Tenggara Barat
2014,131.5,-7.0,4.0179,0.0003,13542.0631,9.5136,Maluku,Maluku Tenggara Barat
2015,131.5,-7.0,3.7496,0.0003,13436.8181,9.5058,Maluku,Maluku Tenggara Barat
2016,131.5,-7.0,3.8325,0.0003,13713.1256,9.5261,Maluku,Maluku Tenggara Barat
2017,131.5,-7.0,3.8845,0.0003,13808.6809,9.5331,Maluku,Maluku Tenggara Barat
2018,131.5,-7.0,4.0104,0.0003,14322.5801,9.5696,Maluku,Maluku Tenggara Barat
2019,131.5,-7.0,4.3964,0.0003,15057.2721,9.6196,Maluku,Maluku Tenggara Barat
2020,131.5,-7.0,4.2366,0.0003,14413.4868,9.5759,Maluku,Maluku Tenggara Barat
2021,131.5,-7.0,7.6264,0.0004,17433.6978,9.7662,Maluku,Maluku Tenggara Barat
2022,131.5,-7.0,6.8573,0.0004,18326.4201,9.8161,Maluku,Maluku Tenggara Barat
2012,131.5,-6.75,6.9776,0.0004,16448.396,9.708,Maluku,Maluku Tenggara Barat
2013,131.5,-6.75,7.0218,0.0004,16336.5927,9.7012,Maluku,Maluku Tenggara Barat
2014,131.5,-6.75,7.1939,0.0004,16684.1881,9.7222,Maluku,Maluku Tenggara Barat
2015,131.5,-6.75,6.3372,0.0004,15559.2247,9.6524,Maluku,Maluku Tenggara Barat
2016,131.5,-6.75,6.5467,0.0004,15987.4936,9.6796,Maluku,Maluku Tenggara Barat
2017,131.5,-6.75,6.6618,0.0004,16240.5086,9.6953,Maluku,Maluku Tenggara Barat
2018,131.5,-6.75,7.1699,0.0004,17540.2217,9.7723,Maluku,Maluku Tenggara Barat
2019,131.5,-6.75,7.5909,0.0004,17873.7742,9.7911,Maluku,Maluku Tenggara Barat
2020,131.5,-6.75,7.2343,0.0004,16975.7735,9.7395,Maluku,Maluku Tenggara Barat
2021,131.5,-6.75,10.6265,0.0006,16778.5123,9.7279,Maluku,Maluku Tenggara Barat
2022,131.5,-6.75,18.3275,0.0011,16371.1751,9.7033,Maluku,Maluku Tenggara Barat
2012,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2013,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2014,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2015,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2016,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2017,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2018,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2019,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2020,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2021,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2022,131.75,-7.5,0.0,0.0,,,Maluku,Maluku Tenggara Barat
2012,131.75,-7.25,26.7033,0.0019,14304.7689,9.5683,Maluku,Maluku Tenggara Barat
2013,131.75,-7.25,26.2965,0.0019,13982.1464,9.5455,Maluku,Maluku Tenggara Barat
2014,131.75,-7.25,30.2927,0.0022,14017.6084,9.5481,Maluku,Maluku Tenggara Barat
2015,131.75,-7.25,31.6146,0.0023,13474.1151,9.5085,Maluku,Maluku Tenggara Barat
2016,131.75,-7.25,32.0348,0.0024,13564.1518,9.5152,Maluku,Maluku Tenggara Barat
2017,131.75,-7.25,33.0293,0.0024,13953.7441,9.5435,Maluku,Maluku Tenggara Barat
2018,131.75,-7.25,35.2136,0.0024,14839.8596,9.6051,Maluku,Maluku Tenggara Barat
2019,131.75,-7.25,36.5878,0.0024,14982.7394,9.6147,Maluku,Maluku Tenggara Barat
2020,131.75,-7.25,35.2045,0.0025,14314.9679,9.5691,Maluku,Maluku Tenggara Barat
2021,131.75,-7.25,58.8517,0.0037,16030.9394,9.6823,Maluku,Maluku Tenggara Barat
2022,131.75,-7.25,86.1586,0.0053,16135.7854,9.6888,Maluku,Maluku Tenggara Barat
2012,132.5,-6.0,94.1844,0.007,13523.482,9.5122,Maluku,Maluku Tenggara
2013,132.5,-6.0,95.6714,0.0071,13456.8102,9.5072,Maluku,Maluku Tenggara
2014,132.5,-6.0,97.3025,0.0071,13752.0234,9.5289,Maluku,Maluku Tenggara
2015,132.5,-6.0,115.1474,0.0089,12933.4172,9.4676,Maluku,Maluku Tenggara
2016,132.5,-6.0,118.0867,0.0089,13247.9982,9.4916,Maluku,Maluku Tenggara
2017,132.5,-6.0,121.5119,0.009,13558.7592,9.5148,Maluku,Maluku Tenggara
2018,132.5,-6.0,119.7111,0.0087,13737.8687,9.5279,Maluku,Maluku Tenggara
2019,132.5,-6.0,133.2829,0.0091,14725.2407,9.5973,Maluku,Maluku Tenggara
2020,132.5,-6.0,112.77,0.0078,14469.1614,9.5798,Maluku,Maluku Tenggara
2021,132.5,-6.0,195.2637,0.0129,15165.1092,9.6268,Maluku,Maluku Tenggara
2022,132.5,-6.0,210.3301,0.0133,15870.4637,9.6722,Maluku,Maluku Tenggara
2012,132.5,-5.75,382.8728,0.0347,11047.89,9.31,Maluku,Maluku Tenggara
2013,132.5,-5.75,386.5305,0.0353,10942.2936,9.3004,Maluku,Maluku Tenggara
2014,132.5,-5.75,381.2891,0.0347,10992.7259,9.305,Maluku,Maluku Tenggara
2015,132.5,-5.75,376.9534,0.0351,10737.0846,9.2815,Maluku,Maluku Tenggara
2016,132.5,-5.75,386.3457,0.035,11033.2712,9.3087,Maluku,Maluku Tenggara
2017,132.5,-5.75,399.9261,0.0351,11404.2965,9.3417,Maluku,Maluku Tenggara
2018,132.5,-5.75,379.4541,0.0314,12086.6262,9.3999,Maluku,Maluku Tenggara
2019,132.5,-5.75,424.7457,0.0337,12588.0979,9.4405,Maluku,Maluku Tenggara
2020,132.5,-5.75,369.7904,0.0317,11682.9064,9.3659,Maluku,Maluku Tenggara
2021,132.5,-5.75,626.3907,0.0522,12000.5972,9.3927,Maluku,Maluku Tenggara
2022,132.5,-5.75,651.6242,0.0496,13130.9921,9.4827,Maluku,Maluku Tenggara
2012,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2013,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2014,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2015,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2016,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2017,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2018,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2019,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2020,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2021,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2022,132.75,-6.25,0.0,0.0,,,Maluku,Maluku Tenggara
2012,132.75,-6.0,82.9568,0.0065,12823.2497,9.459,Maluku,Maluku Tenggara
2013,132.75,-6.0,83.8028,0.0065,12814.1807,9.4583,Maluku,Maluku Tenggara
2014,132.75,-6.0,94.4807,0.0069,13650.2996,9.5215,Maluku,Maluku Tenggara
2015,132.75,-6.0,100.666,0.0077,13110.7543,9.4812,Maluku,Maluku Tenggara
2016,132.75,-6.0,103.6438,0.008,13036.5798,9.4755,Maluku,Maluku Tenggara
2017,132.75,-6.0,108.0672,0.0081,13398.2177,9.5029,Maluku,Maluku Tenggara
2018,132.75,-6.0,113.7828,0.0078,14539.2716,9.5846,Maluku,Maluku Tenggara
2019,132.75,-6.0,118.708,0.0079,14988.0741,9.615,Maluku,Maluku Tenggara
2020,132.75,-6.0,101.8053,0.0072,14052.5809,9.5506,Maluku,Maluku Tenggara
2021,132.75,-6.0,160.4867,0.0119,13435.3224,9.5056,Maluku,Maluku Tenggara
2022,132.75,-6.0,172.2689,0.0122,14157.7496,9.558,Maluku,Maluku Tenggara
2012,132.75,-5.75,232.141,0.0185,12572.9238,9.4393,Maluku,Maluku Tenggara
2013,132.75,-5.75,230.7682,0.0188,12303.8323,9.4177,Maluku,Maluku Tenggara
2014,132.75,-5.75,236.3835,0.0187,12651.2523,9.4455,Maluku,Maluku Tenggara
2015,132.75,-5.75,243.8058,0.0205,11911.2707,9.3852,Maluku,Maluku Tenggara
2016,132.75,-5.75,255.1636,0.0212,12048.0843,9.3967,Maluku,Maluku Tenggara
2017,132.75,-5.75,258.5717,0.0218,11856.2875,9.3806,Maluku,Maluku Tenggara
2018,132.75,-5.75,278.5845,0.022,12646.4895,9.4451,Maluku,Maluku Tenggara
2019,132.75,-5.75,290.5315,0.0227,12826.5645,9.4593,Maluku,Maluku Tenggara
2020,132.75,-5.75,279.8276,0.0223,12532.7223,9.4361,Maluku,Maluku Tenggara
2021,132.75,-5.75,443.4199,0.0368,12056.566,9.3974,Maluku,Maluku Tenggara
2022,132.75,-5.75,509.2253,0.0381,13366.1097,9.5005,Maluku,Maluku Tenggara
2012,133.0,-5.75,17.2507,0.0011,16063.282,9.6843,Maluku,Maluku Tenggara
2013,133.0,-5.75,15.1394,0.001,14826.8484,9.6042,Maluku,Maluku Tenggara
2014,133.0,-5.75,24.7429,0.0017,14363.0202,9.5724,Maluku,Maluku Tenggara
2015,133.0,-5.75,35.9826,0.0026,13678.9845,9.5236,Maluku,Maluku Tenggara
2016,133.0,-5.75,37.4169,0.0027,13860.4018,9.5368,Maluku,Maluku Tenggara
2017,133.0,-5.75,38.2067,0.0027,14067.9242,9.5517,Maluku,Maluku Tenggara
2018,133.0,-5.75,88.6846,0.006,14731.2744,9.5977,Maluku,Maluku Tenggara
2019,133.0,-5.75,96.59,0.0065,14883.1807,9.608,Maluku,Maluku Tenggara
2020,133.0,-5.75,84.237,0.0057,14811.0049,9.6031,Maluku,Maluku Tenggara
2021,133.0,-5.75,127.1857,0.0094,13530.9755,9.5127,Maluku,Maluku Tenggara
2022,133.0,-5.75,101.1775,0.0064,15745.6947,9.6643,Maluku,Maluku Tenggara
2012,133.0,-5.5,20.3419,0.0013,15350.6419,9.6389,Maluku,Maluku Tenggara
2013,133.0,-5.5,18.8756,0.0013,15083.4019,9.6214,Maluku,Maluku Tenggara
2014,133.0,-5.5,27.1549,0.0019,14205.5175,9.5614,Maluku,Maluku Tenggara
2015,133.0,-5.5,31.4206,0.0024,13356.4013,9.4998,Maluku,Maluku Tenggara
2016,133.0,-5.5,32.35,0.0024,13227.4544,9.49,Maluku,Maluku Tenggara
2017,133.0,-5.5,33.1507,0.0025,13452.743,9.5069,Maluku,Maluku Tenggara
2018,133.0,-5.5,63.184,0.0043,14696.5565,9.5954,Maluku,Maluku Tenggara
2019,133.0,-5.5,68.6866,0.0045,15122.5639,9.6239,Maluku,Maluku Tenggara
2020,133.0,-5.5,59.9247,0.0041,14573.0548,9.5869,Maluku,Maluku Tenggara
2021,133.0,-5.5,96.0089,0.0068,14126.8364,9.5558,Maluku,Maluku Tenggara
2022,133.0,-5.5,104.4054,0.0071,14668.9468,9.5935,Maluku,Maluku Tenggara
2012,127.5,-3.5,92.2411,0.0071,13045.7882,9.4762,Maluku,Seram Bagian Barat
2013,127.5,-3.5,93.8735,0.0072,13120.4202,9.4819,Maluku,Seram Bagian Barat
2014,127.5,-3.5,96.1148,0.0073,13130.7139,9.4827,Maluku,Seram Bagian Barat
2015,127.5,-3.5,93.0467,0.007,13261.3279,9.4926,Maluku,Seram Bagian Barat
2016,127.5,-3.5,95.2165,0.0071,13452.4289,9.5069,Maluku,Seram Bagian Barat
2017,127.5,-3.5,99.2223,0.0071,13890.6365,9.539,Maluku,Seram Bagian Barat
2018,127.5,-3.5,105.7543,0.0073,14473.4952,9.5801,Maluku,Seram Bagian Barat
2019,127.5,-3.5,113.6481,0.0077,14807.287,9.6029,Maluku,Seram Bagian Barat
2020,127.5,-3.5,98.7817,0.0072,13799.9017,9.5324,Maluku,Seram Bagian Barat
2021,127.5,-3.5,74.9245,0.0052,14331.157,9.5702,Maluku,Seram Bagian Barat
2022,127.5,-3.5,95.1218,0.0059,16183.7626,9.6918,Maluku,Seram Bagian Barat
2012,127.5,-3.25,51.4209,0.0038,13667.3364,9.5228,Maluku,Seram Bagian Barat
2013,127.5,-3.25,52.0779,0.0038,13625.4283,9.5197,Maluku,Seram Bagian Barat
2014,127.5,-3.25,54.9213,0.0039,14089.2621,9.5532,Maluku,Seram Bagian Barat
2015,127.5,-3.25,51.8509,0.0037,13919.0332,9.541,Maluku,Seram Bagian Barat
2016,127.5,-3.25,53.0244,0.0038,14128.6568,9.556,Maluku,Seram Bagian Barat
2017,127.5,-3.25,54.8392,0.0038,14497.0336,9.5817,Maluku,Seram Bagian Barat
2018,127.5,-3.25,46.8231,0.0031,15141.6153,9.6252,Maluku,Seram Bagian Barat
2019,127.5,-3.25,48.7303,0.0032,15427.4568,9.6439,Maluku,Seram Bagian Barat
2020,127.5,-3.25,42.7054,0.0029,14518.888,9.5832,Maluku,Seram Bagian Barat
2021,127.5,-3.25,33.2406,0.0022,15411.9763,9.6429,Maluku,Seram Bagian Barat
2022,127.5,-3.25,36.6444,0.0025,14652.3987,9.5924,Maluku,Seram Bagian Barat
2012,127.75,-3.5,105.4216,0.0087,12142.6142,9.4045,Maluku,Seram Bagian Barat
2013,127.75,-3.5,106.5734,0.0088,12116.2661,9.4023,Maluku,Seram Bagian Barat
2014,127.75,-3.5,109.4471,0.009,12215.9433,9.4105,Maluku,Seram Bagian Barat
2015,127.75,-3.5,106.5589,0.0087,12281.5165,9.4159,Maluku,Seram Bagian Barat
2016,127.75,-3.5,107.9471,0.0088,12334.2693,9.4201,Maluku,Seram Bagian Barat
2017,127.75,-3.5,111.8621,0.0088,12659.7407,9.4462,Maluku,Seram Bagian Barat
2018,127.75,-3.5,143.5765,0.0108,13290.7214,9.4948,Maluku,Seram Bagian Barat
