year,longitude,latitude,gdp_pwt,pop_pwt,gdppc,ln_gdppc,name_1,name_2
2012,110.5,-6.5,300.1956,0.0258,11640.6985,9.3623,Jawa Tengah,Jepara
2013,110.5,-6.5,305.8535,0.0261,11713.0911,9.3685,Jawa Tengah,Jepara
2014,110.5,-6.5,310.7544,0.0263,11813.8665,9.377,Jawa Tengah,Jepara
2015,110.5,-6.5,310.4097,0.0266,11676.0624,9.3653,Jawa Tengah,Jepara
2016,110.5,-6.5,314.0499,0.0269,11693.6993,9.3668,Jawa Tengah,Jepara
2017,110.5,-6.5,324.0992,0.0271,11940.7087,9.3877,Jawa Tengah,Jepara
2018,110.5,-6.5,345.4578,0.0267,12933.6321,9.4676,Jawa Tengah,Jepara
2019,110.5,-6.5,347.1593,0.0257,13531.15,9.5127,Jawa Tengah,Jepara
2020,110.5,-6.5,327.1119,0.0259,12653.7984,9.4457,Jawa Tengah,Jepara
2021,110.5,-6.5,367.5233,0.0281,13072.8271,9.4783,Jawa Tengah,Jepara
2022,110.5,-6.5,526.9662,0.0356,14785.4704,9.6014,Jawa Tengah,Jepara
2012,110.75,-6.75,1994.4036,0.2028,9835.9044,9.1938,Jawa Tengah,Jepara
2013,110.75,-6.75,2036.3983,0.2053,9920.6294,9.2024,Jawa Tengah,Jepara
2014,110.75,-6.75,2262.8392,0.229,9882.9794,9.1986,Jawa Tengah,Jepara
2015,110.75,-6.75,2270.5886,0.2323,9772.3464,9.1873,Jawa Tengah,Jepara
2016,110.75,-6.75,2309.9888,0.2339,9876.5246,9.1979,Jawa Tengah,Jepara
2017,110.75,-6.75,2396.2787,0.2363,10140.7235,9.2243,Jawa Tengah,Jepara
2018,110.75,-6.75,3271.9647,0.2795,11705.4485,9.3678,Jawa Tengah,Jepara
2019,110.75,-6.75,3284.6988,0.2683,12243.6907,9.4128,Jawa Tengah,Jepara
2020,110.75,-6.75,3142.7421,0.2707,11609.7946,9.3596,Jawa Tengah,Jepara
2021,110.75,-6.75,3475.6509,0.2902,11978.0442,9.3908,Jawa Tengah,Jepara
2022,110.75,-6.75,6504.1971,0.5434,11968.7272,9.3901,Jawa Tengah,Jepara
2012,110.75,-6.5,3300.3204,0.3125,10562.2472,9.265,Jawa Tengah,Jepara
2013,110.75,-6.5,3390.7357,0.3164,10717.856,9.2797,Jawa Tengah,Jepara
2014,110.75,-6.5,3419.2622,0.3181,10750.3331,9.2827,Jawa Tengah,Jepara
2015,110.75,-6.5,3377.7001,0.3215,10506.7253,9.2598,Jawa Tengah,Jepara
2016,110.75,-6.5,3524.7161,0.3245,10861.6292,9.293,Jawa Tengah,Jepara
2017,110.75,-6.5,3638.9601,0.3282,11089.3111,9.3137,Jawa Tengah,Jepara
2018,110.75,-6.5,3681.0653,0.3212,11459.4403,9.3466,Jawa Tengah,Jepara
2019,110.75,-6.5,3353.6253,0.3086,10867.3512,9.2935,Jawa Tengah,Jepara
2020,110.75,-6.5,3244.5166,0.311,10430.8943,9.2525,Jawa Tengah,Jepara
2021,110.75,-6.5,3984.6426,0.3349,11897.7893,9.3841,Jawa Tengah,Jepara
2022,110.75,-6.5,3089.9875,0.2482,12450.128,9.4295,Jawa Tengah,Jepara
2012,111.0,-7.75,2459.9455,0.2798,8793.0144,9.0817,Jawa Tengah,Karanganyar
2013,111.0,-7.75,2508.1242,0.2831,8858.4862,9.0891,Jawa Tengah,Karanganyar
2014,111.0,-7.75,2875.3364,0.3207,8965.0247,9.1011,Jawa Tengah,Karanganyar
2015,111.0,-7.75,2870.9089,0.3245,8848.0112,9.0879,Jawa Tengah,Karanganyar
2016,111.0,-7.75,2951.7225,0.3252,9076.5293,9.1134,Jawa Tengah,Karanganyar
2017,111.0,-7.75,3039.519,0.3287,9248.0253,9.1322,Jawa Tengah,Karanganyar
2018,111.0,-7.75,3183.194,0.3237,9833.5404,9.1936,Jawa Tengah,Karanganyar
2019,111.0,-7.75,3052.5363,0.3087,9889.1924,9.1992,Jawa Tengah,Karanganyar
2020,111.0,-7.75,2942.6899,0.3116,9442.6655,9.153,Jawa Tengah,Karanganyar
2021,111.0,-7.75,3054.5847,0.3147,9706.5513,9.1806,Jawa Tengah,Karanganyar
2022,111.0,-7.75,6054.6283,0.5258,11514.0635,9.3513,Jawa Tengah,Karanganyar
2012,109.25,-8.0,28.9614,0.0021,13720.7797,9.5267,Jawa Tengah,Kebumen
2013,109.25,-8.0,29.1836,0.0021,13657.8354,9.5221,Jawa Tengah,Kebumen
2014,109.25,-8.0,43.767,0.0031,13900.183,9.5397,Jawa Tengah,Kebumen
2015,109.25,-8.0,43.6789,0.0032,13716.0344,9.5263,Jawa Tengah,Kebumen
2016,109.25,-8.0,44.8291,0.0032,13932.6242,9.542,Jawa Tengah,Kebumen
2017,109.25,-8.0,46.5801,0.0033,14324.01,9.5697,Jawa Tengah,Kebumen
2018,109.25,-8.0,120.6458,0.0089,13565.15,9.5153,Jawa Tengah,Kebumen
2019,109.25,-8.0,121.3756,0.0085,14243.4956,9.5641,Jawa Tengah,Kebumen
2020,109.25,-8.0,119.1694,0.0086,13859.6206,9.5367,Jawa Tengah,Kebumen
2021,109.25,-8.0,153.1513,0.0111,13800.355,9.5324,Jawa Tengah,Kebumen
2022,109.25,-8.0,194.8424,0.0137,14185.5121,9.56,Jawa Tengah,Kebumen
2012,109.5,-8.0,1071.4971,0.1158,9249.0592,9.1323,Jawa Tengah,Kebumen
2013,109.5,-8.0,1085.7964,0.1173,9256.1835,9.133,Jawa Tengah,Kebumen
2014,109.5,-8.0,1110.9988,0.1158,9595.3657,9.169,Jawa Tengah,Kebumen
2015,109.5,-8.0,1103.8735,0.1171,9424.5647,9.1511,Jawa Tengah,Kebumen
2016,109.5,-8.0,1131.3003,0.1184,9556.4172,9.165,Jawa Tengah,Kebumen
2017,109.5,-8.0,1180.0266,0.1196,9862.5845,9.1965,Jawa Tengah,Kebumen
2018,109.5,-8.0,1121.0185,0.1048,10695.1377,9.2775,Jawa Tengah,Kebumen
2019,109.5,-8.0,1105.4585,0.0993,11136.1616,9.318,Jawa Tengah,Kebumen
2020,109.5,-8.0,1057.2197,0.1001,10557.8686,9.2646,Jawa Tengah,Kebumen
2021,109.5,-8.0,1147.7062,0.1056,10869.1556,9.2937,Jawa Tengah,Kebumen
2022,109.5,-8.0,1296.4248,0.1112,11655.6151,9.3635,Jawa Tengah,Kebumen
2012,109.5,-7.75,9919.4584,0.9781,10141.8196,9.2244,Jawa Tengah,Kebumen
2013,109.5,-7.75,10031.2889,0.9903,10129.9762,9.2233,Jawa Tengah,Kebumen
2014,109.5,-7.75,10348.0843,0.9921,10431.0083,9.2525,Jawa Tengah,Kebumen
2015,109.5,-7.75,10266.8176,1.0034,10231.9401,9.2333,Jawa Tengah,Kebumen
2016,109.5,-7.75,10474.756,1.0142,10327.7862,9.2426,Jawa Tengah,Kebumen
2017,109.5,-7.75,10874.4078,1.0249,10610.1039,9.2696,Jawa Tengah,Kebumen
2018,109.5,-7.75,11601.9877,1.0346,11213.637,9.3249,Jawa Tengah,Kebumen
2019,109.5,-7.75,11611.5036,0.9828,11814.1471,9.3771,Jawa Tengah,Kebumen
2020,109.5,-7.75,11115.8155,0.9912,11214.1162,9.3249,Jawa Tengah,Kebumen
2021,109.5,-7.75,11395.0095,0.9681,11770.4701,9.3733,Jawa Tengah,Kebumen
2022,109.5,-7.75,11637.7808,0.9395,12387.601,9.4245,Jawa Tengah,Kebumen
2012,109.75,-8.0,3603.4976,0.3764,9572.8896,9.1667,Jawa Tengah,Kebumen
2013,109.75,-8.0,3648.678,0.3811,9574.0811,9.1668,Jawa Tengah,Kebumen
2014,109.75,-8.0,3254.8403,0.3671,8866.5102,9.09,Jawa Tengah,Kebumen
2015,109.75,-8.0,3211.8027,0.3712,8653.0152,9.0657,Jawa Tengah,Kebumen
2016,109.75,-8.0,3329.7179,0.3756,8865.4094,9.0899,Jawa Tengah,Kebumen
2017,109.75,-8.0,3402.5959,0.3796,8964.7598,9.1011,Jawa Tengah,Kebumen
2018,109.75,-8.0,3619.0658,0.3826,9459.837,9.1548,Jawa Tengah,Kebumen
2019,109.75,-8.0,3761.3606,0.3662,10271.5065,9.2371,Jawa Tengah,Kebumen
2020,109.75,-8.0,3616.2276,0.369,9800.3336,9.1902,Jawa Tengah,Kebumen
2021,109.75,-8.0,2899.1799,0.286,10135.2654,9.2238,Jawa Tengah,Kebumen
2022,109.75,-8.0,2998.6701,0.2584,11603.5258,9.3591,Jawa Tengah,Kebumen
2012,109.75,-7.75,3039.2878,0.3421,8883.8857,9.092,Jawa Tengah,Kebumen
2013,109.75,-7.75,3065.0065,0.3464,8848.1902,9.088,Jawa Tengah,Kebumen
2014,109.75,-7.75,3193.8549,0.3682,8673.4553,9.068,Jawa Tengah,Kebumen
2015,109.75,-7.75,3196.6881,0.3724,8583.8708,9.0576,Jawa Tengah,Kebumen
2016,109.75,-7.75,3277.7072,0.3763,8710.0271,9.0722,Jawa Tengah,Kebumen
2017,109.75,-7.75,3343.7218,0.3803,8792.4417,9.0816,Jawa Tengah,Kebumen
2018,109.75,-7.75,4139.1936,0.394,10504.5084,9.2596,Jawa Tengah,Kebumen
2019,109.75,-7.75,3706.572,0.3772,9826.7287,9.1929,Jawa Tengah,Kebumen
2020,109.75,-7.75,3570.7022,0.3819,9350.4846,9.1432,Jawa Tengah,Kebumen
2021,109.75,-7.75,4941.8012,0.4826,10239.9129,9.234,Jawa Tengah,Kebumen
2022,109.75,-7.75,6036.0203,0.5272,11448.8204,9.3456,Jawa Tengah,Kebumen
2012,109.75,-7.5,5769.7024,0.6192,9318.0754,9.1397,Jawa Tengah,Kebumen
2013,109.75,-7.5,5812.4931,0.6269,9271.7227,9.1347,Jawa Tengah,Kebumen
2014,109.75,-7.5,5996.009,0.6324,9481.1772,9.1571,Jawa Tengah,Kebumen
2015,109.75,-7.5,5956.1791,0.6403,9301.7017,9.138,Jawa Tengah,Kebumen
2016,109.75,-7.5,6109.4809,0.6471,9441.7561,9.1529,Jawa Tengah,Kebumen
2017,109.75,-7.5,6296.2491,0.6539,9628.6942,9.1725,Jawa Tengah,Kebumen
2018,109.75,-7.5,6754.0545,0.6556,10301.6913,9.2401,Jawa Tengah,Kebumen
2019,109.75,-7.5,6846.8119,0.63,10867.8324,9.2936,Jawa Tengah,Kebumen
2020,109.75,-7.5,6535.3779,0.6365,10267.1014,9.2367,Jawa Tengah,Kebumen
2021,109.75,-7.5,7411.6628,0.7032,10540.1271,9.2629,Jawa Tengah,Kebumen
2022,109.75,-7.5,8668.9613,0.7417,11687.9515,9.3663,Jawa Tengah,Kebumen
2012,110.25,-7.0,17995.469,1.2115,14853.3046,9.606,Jawa Tengah,Kendal
2013,110.25,-7.0,18145.1152,1.2267,14792.3541,9.6019,Jawa Tengah,Kendal
2014,110.25,-7.0,17298.6118,1.2352,14005.2705,9.5472,Jawa Tengah,Kendal
2015,110.25,-7.0,16626.5233,1.2368,13442.9176,9.5062,Jawa Tengah,Kendal
2016,110.25,-7.0,17073.6778,1.2537,13618.8236,9.5192,Jawa Tengah,Kendal
2017,110.25,-7.0,17694.3417,1.2669,13966.2203,9.5444,Jawa Tengah,Kendal
2018,110.25,-7.0,16695.942,0.8888,18784.8928,9.8408,Jawa Tengah,Kendal
2019,110.25,-7.0,15426.0509,0.822,18767.392,9.8399,Jawa Tengah,Kendal
2020,110.25,-7.0,14948.9482,0.8261,18096.8893,9.8035,Jawa Tengah,Kendal
2021,110.25,-7.0,17071.8839,0.8938,19100.0815,9.8574,Jawa Tengah,Kendal
2022,110.25,-7.0,18384.3716,0.88,20890.6756,9.9471,Jawa Tengah,Kendal
2012,110.5,-7.75,14014.7741,1.36,10305.1256,9.2404,Jawa Tengah,Klaten
2013,110.5,-7.75,14237.2178,1.3769,10339.9219,9.2438,Jawa Tengah,Klaten
2014,110.5,-7.75,14730.8988,1.3903,10595.7871,9.2682,Jawa Tengah,Klaten
2015,110.5,-7.75,14431.0805,1.3941,10351.384,9.2449,Jawa Tengah,Klaten
2016,110.5,-7.75,14792.1493,1.4187,10426.4075,9.2521,Jawa Tengah,Klaten
2017,110.5,-7.75,15366.3747,1.4337,10717.8372,9.2797,Jawa Tengah,Klaten
2018,110.5,-7.75,16326.4464,1.417,11521.5792,9.352,Jawa Tengah,Klaten
2019,110.5,-7.75,16908.5652,1.3621,12413.5314,9.4265,Jawa Tengah,Klaten
2020,110.5,-7.75,16220.7129,1.3849,11712.2884,9.3684,Jawa Tengah,Klaten
2021,110.5,-7.75,17070.2764,1.4135,12076.56,9.399,Jawa Tengah,Klaten
2022,110.5,-7.75,18762.7538,1.4702,12762.2352,9.4542,Jawa Tengah,Klaten
2012,109.5,-7.5,3872.3781,0.4002,9676.536,9.1775,Jawa Tengah,Banjarnegara
2013,109.5,-7.5,3917.7679,0.4052,9668.8164,9.1767,Jawa Tengah,Banjarnegara
2014,109.5,-7.5,4068.4943,0.4269,9530.1193,9.1622,Jawa Tengah,Banjarnegara
2015,109.5,-7.5,4027.5075,0.436,9238.3117,9.1311,Jawa Tengah,Banjarnegara
2016,109.5,-7.5,4127.6626,0.4407,9366.4502,9.1449,Jawa Tengah,Banjarnegara
2017,109.5,-7.5,4281.2599,0.4454,9613.1776,9.1709,Jawa Tengah,Banjarnegara
2018,109.5,-7.5,4634.2833,0.4558,10168.2109,9.227,Jawa Tengah,Banjarnegara
2019,109.5,-7.5,4648.3167,0.438,10612.8707,9.2698,Jawa Tengah,Banjarnegara
2020,109.5,-7.5,4470.7065,0.4426,10101.3166,9.2204,Jawa Tengah,Banjarnegara
2021,109.5,-7.5,5802.0151,0.5686,10203.2913,9.2305,Jawa Tengah,Banjarnegara
2022,109.5,-7.5,7439.3107,0.6366,11685.3449,9.3661,Jawa Tengah,Banjarnegara
2012,109.75,-7.25,3623.2732,0.3889,9315.9217,9.1395,Jawa Tengah,Banjarnegara
2013,109.75,-7.25,3649.9289,0.3938,9269.069,9.1344,Jawa Tengah,Banjarnegara
2014,109.75,-7.25,3780.8227,0.4063,9305.4351,9.1384,Jawa Tengah,Banjarnegara
2015,109.75,-7.25,3748.7396,0.41,9142.6535,9.1207,Jawa Tengah,Banjarnegara
2016,109.75,-7.25,3840.3095,0.4149,9255.226,9.1329,Jawa Tengah,Banjarnegara
2017,109.75,-7.25,4006.2021,0.4193,9555.0767,9.1648,Jawa Tengah,Banjarnegara
2018,109.75,-7.25,4232.7984,0.4172,10146.2364,9.2249,Jawa Tengah,Banjarnegara
2019,109.75,-7.25,4348.1672,0.3987,10905.7724,9.297,Jawa Tengah,Banjarnegara
2020,109.75,-7.25,4137.1763,0.4009,10319.9613,9.2418,Jawa Tengah,Banjarnegara
2021,109.75,-7.25,4781.9653,0.4712,10148.9695,9.2251,Jawa Tengah,Banjarnegara
2022,109.75,-7.25,5966.3464,0.5081,11742.2715,9.371,Jawa Tengah,Banjarnegara
2012,110.25,-7.5,5922.1309,0.6334,9349.9219,9.1431,Jawa Tengah,Magelang
2013,110.25,-7.5,5928.2706,0.6413,9244.4826,9.1318,Jawa Tengah,Magelang
2014,110.25,-7.5,6369.0805,0.6718,9479.9765,9.1569,Jawa Tengah,Magelang
2015,110.25,-7.5,6194.6871,0.6605,9378.8996,9.1462,Jawa Tengah,Magelang
2016,110.25,-7.5,6259.1442,0.6639,9428.5484,9.1515,Jawa Tengah,Magelang
2017,110.25,-7.5,6474.898,0.6708,9652.1412,9.1749,Jawa Tengah,Magelang
2018,110.25,-7.5,6845.3133,0.6628,10327.7647,9.2426,Jawa Tengah,Magelang
2019,110.25,-7.5,6875.2316,0.6396,10749.2927,9.2826,Jawa Tengah,Magelang
2020,110.25,-7.5,6691.7187,0.6532,10244.0942,9.2345,Jawa Tengah,Magelang
2021,110.25,-7.5,7561.8172,0.7184,10525.2207,9.2615,Jawa Tengah,Magelang
2022,110.25,-7.5,9330.7263,0.7926,11772.6955,9.3735,Jawa Tengah,Magelang
2012,111.0,-6.75,4177.1548,0.4357,9586.8684,9.1681,Jawa Tengah,Pati
2013,111.0,-6.75,4239.3785,0.4412,9609.3422,9.1705,Jawa Tengah,Pati
2014,111.0,-6.75,4354.9622,0.444,9808.6701,9.191,Jawa Tengah,Pati
2015,111.0,-6.75,4287.4731,0.4495,9538.6537,9.1631,Jawa Tengah,Pati
2016,111.0,-6.75,4365.0896,0.4484,9735.1749,9.1835,Jawa Tengah,Pati
2017,111.0,-6.75,4528.2986,0.4531,9994.2885,9.2098,Jawa Tengah,Pati
2018,111.0,-6.75,4844.4654,0.4559,10626.7802,9.2711,Jawa Tengah,Pati
2019,111.0,-6.75,5040.7953,0.438,11509.3662,9.3509,Jawa Tengah,Pati
2020,111.0,-6.75,4861.8588,0.4426,10985.7601,9.3044,Jawa Tengah,Pati
2021,111.0,-6.75,5079.2367,0.4472,11357.9441,9.3377,Jawa Tengah,Pati
2022,111.0,-6.75,6522.4115,0.5313,12276.717,9.4155,Jawa Tengah,Pati
2012,111.0,-6.5,1639.9609,0.1386,11829.4031,9.3783,Jawa Tengah,Pati
2013,111.0,-6.5,1666.3197,0.1404,11871.2331,9.3819,Jawa Tengah,Pati
2014,111.0,-6.5,1734.1257,0.1404,12349.4868,9.4214,Jawa Tengah,Pati
2015,111.0,-6.5,1697.6819,0.142,11955.8418,9.389,Jawa Tengah,Pati
2016,111.0,-6.5,1782.9671,0.1417,12586.1828,9.4404,Jawa Tengah,Pati
2017,111.0,-6.5,1835.1559,0.1431,12819.9394,9.4588,Jawa Tengah,Pati
2018,111.0,-6.5,2023.6599,0.1441,14047.1749,9.5502,Jawa Tengah,Pati
2019,111.0,-6.5,2120.5225,0.1384,15320.1482,9.6369,Jawa Tengah,Pati
2020,111.0,-6.5,2041.3111,0.1399,14595.2342,9.5885,Jawa Tengah,Pati
2021,111.0,-6.5,2137.3624,0.1413,15125.2799,9.6241,Jawa Tengah,Pati
2022,111.0,-6.5,778.7635,0.0661,11777.8504,9.374,Jawa Tengah,Pati
2012,109.5,-7.0,15555.1657,1.5004,10367.1709,9.2464,Jawa Tengah,Pekalongan
2013,109.5,-7.0,15640.2292,1.5191,10295.4037,9.2395,Jawa Tengah,Pekalongan
2014,109.5,-7.0,15981.3564,1.5163,10539.9782,9.2629,Jawa Tengah,Pekalongan
2015,109.5,-7.0,15796.302,1.5331,10303.4515,9.2402,Jawa Tengah,Pekalongan
2016,109.5,-7.0,16306.1743,1.5499,10520.5309,9.2611,Jawa Tengah,Pekalongan
2017,109.5,-7.0,16871.1574,1.5663,10771.1589,9.2846,Jawa Tengah,Pekalongan
2018,109.5,-7.0,18307.5701,1.5801,11586.4228,9.3576,Jawa Tengah,Pekalongan
2019,109.5,-7.0,18016.3252,1.5179,11868.9855,9.3817,Jawa Tengah,Pekalongan
2020,109.5,-7.0,17027.6361,1.5317,11117.0688,9.3162,Jawa Tengah,Pekalongan
2021,109.5,-7.0,17728.5355,1.5194,11668.488,9.3646,Jawa Tengah,Pekalongan
2022,109.5,-7.0,19102.9469,1.4806,12902.5797,9.4652,Jawa Tengah,Pekalongan
2012,109.25,-7.25,5187.8188,0.5494,9443.1723,9.153,Jawa Tengah,Purbalingga
2013,109.25,-7.25,5290.4966,0.5562,9512.0193,9.1603,Jawa Tengah,Purbalingga
2014,109.25,-7.25,5429.6827,0.5664,9585.7513,9.168,Jawa Tengah,Purbalingga
2015,109.25,-7.25,5699.2879,0.5839,9760.0493,9.1861,Jawa Tengah,Purbalingga
2016,109.25,-7.25,5855.6535,0.5901,9923.0127,9.2026,Jawa Tengah,Purbalingga
2017,109.25,-7.25,6034.4937,0.5963,10119.1905,9.2222,Jawa Tengah,Purbalingga
2018,109.25,-7.25,6523.2507,0.6146,10614.0157,9.2699,Jawa Tengah,Purbalingga
2019,109.25,-7.25,6381.0381,0.5905,10806.1006,9.2879,Jawa Tengah,Purbalingga
2020,109.25,-7.25,6115.9595,0.5916,10338.4669,9.2436,Jawa Tengah,Purbalingga
2021,109.25,-7.25,6859.4093,0.637,10768.3644,9.2844,Jawa Tengah,Purbalingga
2022,109.25,-7.25,7411.58,0.6292,11778.6899,9.374,Jawa Tengah,Purbalingga
2012,109.5,-7.25,2335.8192,0.2642,8840.126,9.0871,Jawa Tengah,Purbalingga
2013,109.5,-7.25,2360.6081,0.2675,8824.9925,9.0853,Jawa Tengah,Purbalingga
2014,109.5,-7.25,2559.9722,0.2882,8882.0356,9.0918,Jawa Tengah,Purbalingga
2015,109.5,-7.25,2526.0439,0.2912,8675.1738,9.0682,Jawa Tengah,Purbalingga
2016,109.5,-7.25,2610.7602,0.294,8879.1846,9.0915,Jawa Tengah,Purbalingga
2017,109.5,-7.25,2684.1634,0.2971,9033.2615,9.1087,Jawa Tengah,Purbalingga
2018,109.5,-7.25,2909.6277,0.2997,9709.0048,9.1808,Jawa Tengah,Purbalingga
2019,109.5,-7.25,2881.9192,0.2879,10010.4368,9.2114,Jawa Tengah,Purbalingga
2020,109.5,-7.25,2752.8552,0.2909,9463.4153,9.1552,Jawa Tengah,Purbalingga
2021,109.5,-7.25,3809.4131,0.3962,9613.9406,9.171,Jawa Tengah,Purbalingga
2022,109.5,-7.25,4758.3966,0.4145,11479.9721,9.3484,Jawa Tengah,Purbalingga
2012,110.0,-7.75,6384.6058,0.6619,9645.9798,9.1743,Jawa Tengah,Purworejo
2013,110.0,-7.75,6453.2302,0.6701,9630.0974,9.1726,Jawa Tengah,Purworejo
2014,110.0,-7.75,6956.5027,0.7006,9929.1849,9.2032,Jawa Tengah,Purworejo
2015,110.0,-7.75,6324.4553,0.679,9314.4963,9.1393,Jawa Tengah,Purworejo
2016,110.0,-7.75,6524.5411,0.6882,9480.6945,9.157,Jawa Tengah,Purworejo
2017,110.0,-7.75,6761.8793,0.6956,9720.9114,9.182,Jawa Tengah,Purworejo
2018,110.0,-7.75,6785.9504,0.6512,10419.985,9.2515,Jawa Tengah,Purworejo
2019,110.0,-7.75,6828.6705,0.6227,10965.7698,9.3025,Jawa Tengah,Purworejo
2020,110.0,-7.75,6530.1367,0.6284,10391.9357,9.2488,Jawa Tengah,Purworejo
2021,110.0,-7.75,7261.3584,0.6904,10518.1392,9.2609,Jawa Tengah,Purworejo
2022,110.0,-7.75,8889.8758,0.7465,11908.0768,9.385,Jawa Tengah,Purworejo
2012,111.25,-6.75,1590.1011,0.1679,9468.3854,9.1557,Jawa Tengah,Rembang
2013,111.25,-6.75,1634.8767,0.17,9617.4954,9.1713,Jawa Tengah,Rembang
2014,111.25,-6.75,1718.3159,0.1735,9904.0846,9.2007,Jawa Tengah,Rembang
2015,111.25,-6.75,1697.0722,0.1755,9671.2795,9.1769,Jawa Tengah,Rembang
2016,111.25,-6.75,1748.4052,0.1773,9861.4792,9.1964,Jawa Tengah,Rembang
2017,111.25,-6.75,1803.4868,0.1792,10066.133,9.2169,Jawa Tengah,Rembang
2018,111.25,-6.75,1951.2011,0.1738,11228.4396,9.3262,Jawa Tengah,Rembang
2019,111.25,-6.75,2011.8159,0.1669,12050.6875,9.3969,Jawa Tengah,Rembang
2020,111.25,-6.75,1944.9118,0.1687,11528.4358,9.3526,Jawa Tengah,Rembang
2021,111.25,-6.75,2062.1985,0.1734,11893.508,9.3837,Jawa Tengah,Rembang
2022,111.25,-6.75,2365.2113,0.1931,12249.7039,9.4133,Jawa Tengah,Rembang
2012,111.5,-6.75,607.2704,0.0597,10172.7771,9.2275,Jawa Tengah,Rembang
2013,111.5,-6.75,611.1326,0.0604,10111.0238,9.2214,Jawa Tengah,Rembang
2014,111.5,-6.75,640.6222,0.0634,10103.9098,9.2207,Jawa Tengah,Rembang
2015,111.5,-6.75,637.9265,0.0641,9945.7457,9.2049,Jawa Tengah,Rembang
2016,111.5,-6.75,650.8814,0.0648,10045.0064,9.2148,Jawa Tengah,Rembang
2017,111.5,-6.75,674.3201,0.0655,10297.9976,9.2397,Jawa Tengah,Rembang
2018,111.5,-6.75,706.5736,0.0633,11165.3575,9.3206,Jawa Tengah,Rembang
2019,111.5,-6.75,713.9737,0.0608,11745.7783,9.3712,Jawa Tengah,Rembang
2020,111.5,-6.75,687.2952,0.0614,11188.0705,9.3226,Jawa Tengah,Rembang
2021,111.5,-6.75,731.7069,0.0631,11591.2534,9.358,Jawa Tengah,Rembang
2022,111.5,-6.75,1429.0093,0.1233,11589.5765,9.3579,Jawa Tengah,Rembang
2012,110.5,-7.25,8439.4064,0.8366,10088.3304,9.2191,Jawa Tengah,Semarang
2013,110.5,-7.25,8551.7455,0.847,10096.6199,9.22,Jawa Tengah,Semarang
2014,110.5,-7.25,8695.6577,0.8468,10269.1048,9.2369,Jawa Tengah,Semarang
2015,110.5,-7.25,8686.6151,0.8536,10176.017,9.2278,Jawa Tengah,Semarang
2016,110.5,-7.25,8842.4708,0.8644,10229.09,9.233,Jawa Tengah,Semarang
2017,110.5,-7.25,9190.032,0.8736,10520.2786,9.2611,Jawa Tengah,Semarang
2018,110.5,-7.25,9844.091,0.8782,11209.8401,9.3245,Jawa Tengah,Semarang
2019,110.5,-7.25,8950.3211,0.8297,10787.0368,9.2861,Jawa Tengah,Semarang
2020,110.5,-7.25,8564.709,0.8351,10255.5137,9.2356,Jawa Tengah,Semarang
2021,110.5,-7.25,10186.9232,0.8805,11570.0248,9.3562,Jawa Tengah,Semarang
2022,110.5,-7.25,8213.9549,0.7172,11453.5654,9.3461,Jawa Tengah,Semarang
2012,111.0,-7.5,5563.8032,0.5964,9328.7636,9.1409,Jawa Tengah,Sragen
2013,111.0,-7.5,5597.4873,0.6039,9269.5331,9.1345,Jawa Tengah,Sragen
2014,111.0,-7.5,5773.8513,0.6085,9488.5554,9.1578,Jawa Tengah,Sragen
2015,111.0,-7.5,5773.8046,0.6178,9346.4717,9.1428,Jawa Tengah,Sragen
2016,111.0,-7.5,5906.5759,0.6247,9455.5399,9.1544,Jawa Tengah,Sragen
2017,111.0,-7.5,6105.7115,0.6313,9672.0226,9.177,Jawa Tengah,Sragen
2018,111.0,-7.5,6537.9348,0.6238,10480.8874,9.2573,Jawa Tengah,Sragen
2019,111.0,-7.5,6407.2067,0.5887,10884.0047,9.295,Jawa Tengah,Sragen
2020,111.0,-7.5,6173.8334,0.591,10445.6359,9.2539,Jawa Tengah,Sragen
2021,111.0,-7.5,5945.0075,0.5733,10369.3027,9.2466,Jawa Tengah,Sragen
2022,111.0,-7.5,6912.6584,0.5938,11641.5933,9.3623,Jawa Tengah,Sragen
2012,109.0,-7.5,7250.4031,0.6356,11407.6789,9.342,Jawa Tengah,Banyumas
2013,109.0,-7.5,7497.7605,0.6435,11651.8336,9.3632,Jawa Tengah,Banyumas
2014,109.0,-7.5,7840.6951,0.6587,11903.219,9.3846,Jawa Tengah,Banyumas
2015,109.0,-7.5,7786.7664,0.6699,11624.0279,9.3608,Jawa Tengah,Banyumas
2016,109.0,-7.5,7964.1904,0.677,11764.55,9.3728,Jawa Tengah,Banyumas
2017,109.0,-7.5,8121.1269,0.6841,11870.8561,9.3818,Jawa Tengah,Banyumas
2018,109.0,-7.5,8831.1739,0.6925,12752.4114,9.4535,Jawa Tengah,Banyumas
2019,109.0,-7.5,8781.2686,0.6528,13450.9451,9.5068,Jawa Tengah,Banyumas
2020,109.0,-7.5,8352.4567,0.6636,12587.3149,9.4404,Jawa Tengah,Banyumas
2021,109.0,-7.5,9653.4963,0.8373,11529.7097,9.3527,Jawa Tengah,Banyumas
2022,109.0,-7.5,11509.9023,0.8977,12822.1838,9.4589,Jawa Tengah,Banyumas
2012,109.25,-7.5,17357.4664,1.6178,10729.1067,9.2807,Jawa Tengah,Banyumas
2013,109.25,-7.5,17609.5852,1.638,10750.7278,9.2827,Jawa Tengah,Banyumas
